env_id,seed,early_td,late_td,td_ratio,td_percent_change,early_greedy_return,late_greedy_return,greedy_return_change,td_increased,greedy_improved,inversion_observed
CartPole-v1,3005,0.10582604728752527,0.6182520426690579,5.842153784590395,484.2153784590395,126.05000000000001,264.4,138.34999999999997,True,True,True
CartPole-v1,3006,0.0961462504320147,0.5094604661792517,5.298807430243914,429.88074302439145,153.0,370.85,217.85000000000002,True,True,True
CartPole-v1,3007,0.12191723503272556,0.45699344350099563,3.748390811014763,274.8390811014763,123.45,303.0,179.55,True,True,True
CartPole-v1,3008,0.098847743915306,0.573775262862444,5.804636910621469,480.46369106214695,121.0,182.7,61.69999999999999,True,True,True
CartPole-v1,3009,0.10171340273645815,0.45167985539510846,4.440711285271044,344.07112852710446,101.05,403.6,302.55,True,True,True
Acrobot-v1,3000,0.03956662752595117,1.4061987934052944,35.54002151138581,3454.0021511385808,-500.0,-149.1,350.9,True,True,True
Acrobot-v1,3001,0.037869561817457695,1.2561156090050936,33.16953111472312,3216.9531114723122,-500.0,-86.19999999999999,413.8,True,True,True
Acrobot-v1,3002,0.03586427695716458,1.2629739226996899,35.215373899999584,3421.5373899999586,-500.0,-82.55,417.45,True,True,True
Acrobot-v1,3003,0.0323658622257058,0.8750671963781118,27.036733650899336,2603.6733650899337,-449.85,-110.75,339.1,True,True,True
Acrobot-v1,3004,0.0339083814919624,1.1111582434415817,32.76942733775038,3176.942733775038,-500.0,-82.6,417.4,True,True,True
Acrobot-v1,3005,0.042484801559986414,1.256090794673562,29.565650504452154,2856.5650504452155,-500.0,-129.0,371.0,True,True,True
Acrobot-v1,3006,0.04662408857565895,0.9545588335871696,20.473511928027616,1947.3511928027615,-500.0,-312.35,187.64999999999998,True,True,True
Acrobot-v1,3007,0.04286949848513043,1.1924396737515925,27.815573213789712,2681.557321378971,-500.0,-294.1,205.89999999999998,True,True,True
Acrobot-v1,3008,0.03647271623826069,1.0182328289985656,27.917658294131016,2691.7658294131015,-500.0,-81.4,418.6,True,True,True
Acrobot-v1,3009,0.03703405599039159,1.058233921739459,28.57461580805558,2757.461580805558,-500.0,-79.85,420.15,True,True,True
LunarLander-v3,3000,1.9866660501423723,4.479803190972408,2.254935191876545,125.4935191876545,-161.93402704623708,-359.6707257820279,-197.7366987357908,True,False,False
LunarLander-v3,3001,1.876406633447176,1.5634529969871045,0.8332165156093381,-16.67834843906619,-203.11365967059868,-232.5383394533913,-29.424679782792623,False,False,False
LunarLander-v3,3002,1.8901148627753555,0.9785257283906142,0.5177070175268572,-48.229298247314276,-136.2761201785171,25.40527059468714,161.6813907732042,False,True,False
LunarLander-v3,3003,1.6932222129007828,0.3962120859523614,0.23399887087093046,-76.60011291290697,-269.371006546834,-118.56372089838943,150.80728564844458,False,True,False
LunarLander-v3,3004,1.7525311433672104,1.5512450583120188,0.885145501797787,-11.485449820221305,-134.77714399031123,-143.69939613160818,-8.922252141296951,False,False,False
LunarLander-v3,3005,1.8709247920248928,12.214179017492135,6.528417961832014,552.8417961832014,-149.24864856371957,-649.0567173662857,-499.80806880256614,True,False,False
LunarLander-v3,3006,1.6173585651465594,1.758751361861825,1.0874220471342748,8.742204713427482,-91.08475976758166,60.98504511919021,152.06980488677186,True,True,True
LunarLander-v3,3007,1.8552099398592703,1.7050729004691045,0.9190727495770346,-8.092725042296545,-87.5534261920634,-447.6810206103378,-360.1275944182744,False,False,False
LunarLander-v3,3008,1.8098388940423715,1.0778132532854874,0.5955299429321768,-40.44700570678232,-162.21169594938993,-303.3646574860659,-141.15296153667595,False,False,False
LunarLander-v3,3009,1.8060331006164547,1.5888381201565265,0.8797392027943491,-12.026079720565086,-110.4277612675046,-37.16507986262342,73.26268140488116,False,True,False
